,rating,review_text,title;;
2,['5.0 out of 5 stars'],['Nice color'],['Looks good'];;
3,['3.0 out of 5 stars'],['Couldn’t even scrub it off !!!'],['Drying'];;
"4,['2.0 out of 5 stars'],""[""""Great smell, color didn't match on-line swatches, not much pink. Still worked for me,  but wasn't what I hoped for.  Very sticky, was annoying all day.  Won't repurchase.""""]"",['Could have been']";;
5,['3.0 out of 5 stars'],['it is kind of sticky and I cant stand the smell but I do love to wear them once the stickiness isnt so bad or sometimes goes away completely and the smell goes away'],['liquid lip'];;
6,['3.0 out of 5 stars'],['the color is very gray'],['Three Stars'];;
"7,['1.0 out of 5 stars'],""['brush is the worst, ends up looking like a camel hoof the way lip color brushes do. I dont recommend']"",""['brush is the worst, ends up looking like a camel hoof the ...']""";;
"8,['5.0 out of 5 stars'],""['Amazing!!! Great scent, lasting power and feel! I wear it almost everyday!']"",['Awesome!']";;
9,['4.0 out of 5 stars'],['Very dark!'],['Four Stars'];;
0,['1.0 out of 5 stars'],['Did not like the shade. Its drying to the lips.'],['Disappointed'];;
1,['5.0 out of 5 stars'],['This lipstick smells great! Nice shades too! I even use it as an eye shadow!'],['Five Stars'];;
2,['5.0 out of 5 stars'],['Smells amazing!! Goes in smooth and pigmented.'],['Five Stars'];;
"3,['1.0 out of 5 stars'],""[""""I've used products like this in the past and thought I'd try one again.  What a huge mistake!  Candy Man was supposed to be pink but it's this gross grey-tan color.  It was also so sticky past the time it should have been well and truly dry that I had to make an effort to pull my lip apart to talk.  Never again.""""]"",['Candy Man was not pink but a gross grey-tan and sticky talking was hard!']";;
4,['1.0 out of 5 stars'],['Definitely not like how it is on the model.  Waste of money'],['Bummer'];;
5,['5.0 out of 5 stars'],['So pretty! Hard to get off but that’s what I like'],['Smooth!'];;
6,['3.0 out of 5 stars'],['Tiene durabilidad pero es un poco pegajoso'],['Es buen producto'];;
7,['5.0 out of 5 stars'],['Actually wat i was hoping for'],['Loved it !'];;
8,['4.0 out of 5 stars'],['I loved it!'],['Four Stars'];;
9,['1.0 out of 5 stars'],['Dose of cocoa is NOTHING like the photo. Very disappointing'],['Don’t trust the pictures'];;
0,['2.0 out of 5 stars'],['Sticky and not meany colors to pick from'],['Lipstick'];;
1,['5.0 out of 5 stars'],['Me encanto'],['Sexy'];;
2,['5.0 out of 5 stars'],['Half of these girls did not pick right color for their skin. Not everyone looks great in the new nude look! Makes the look washed out. They need to use color chart to pick more vibrant color and try smiling when you take selfie makes big difference!'],['Chose to suit your skin type'];;
3,['5.0 out of 5 stars'],['Nice color and great staying power.  It really does last all day.  Happy with purchase.  Thanks for fast delivery.'],['Five Stars'];;
4,['5.0 out of 5 stars'],['Love. Stays on so well. Forget it was supposed to smell good and was pleasantly surprised with how great it smelled.'],['STAYS ON'];;
"5,['2.0 out of 5 stars'],""[""""I got the color Bittersweet and it's a great grey-ed out chocolate brown on me and does genuinely smell like chocolate, but I cannot stand the formula of this lipstick. It's super thick like a mousse, feels thick and heavy going on and takes forever to dry down even with a thin layer. And even then it remains vaguely tacky like I have glue or something on my lips unless I take it off. It's gross."""", """"Also, it's a nightmare to get off! I wear one of the most bulletproof mascaras ever (Kiss Me Heroine) that will literally stand up in the ocean and when I'm dripping sweat while working outside in the dead of summer without budging (and I mean that, I've worn it in those instances multiple times). My cleansing oil will take that mascara right off with a little light massaging. This lipstick? It took THREE rounds of my cleansing oil to get it off and I was practically scrubbing with a damn cotton pad the last time."""", """"Loreal needs to re-evaluate the formula on these things or something because it's terrible right now.""""]"",""[""""Bittersweet is lovely, but the formula SUCKS and it's hard to get off""""]""";;
"6,['4.0 out of 5 stars'],""['I got this in the color Dose of Cocoa. I love the applicator. It makes putting this lip color on a breeze. It holds just the perfect amount of product. It is very long lasting. I have a hard time getting it off. It does not want to leave. It does not dry down all the way. It stays at a slightly tacky level, but doesn’t come off on my coffee cup, despite the tackiness. I do start getting some minimal transfer around 6 hours after I apply it. It starts wearing off from the center of the lips and starts oooking a little dry after about 6 hours. (Photo is at the 8 hour mark.) This is more of a fall/winter color for me. It does smell like chocolate. It does not taste like chocolate, or even a little sweet.']"",['Smells Like Chocolate']";;
"7,['4.0 out of 5 stars'],""['I got this lip gloss for my wife. The color is great on her. The applicator stick is a little bit awkward and you may need some time to get used to it to apply it perfectly. My wife loves that it really does last. It absorbs well into lips and leaves her feeling moisturized with long lasting color. The only downside is that it feels pretty sticky when you just apply it. It goes away in about a hour or so, but is somewhat bothersome. Other than that this is a great color, my wife is very pleased.']"",""['Great lipstick, a little difficult to apply.']""";;
"8,['5.0 out of 5 stars'],""[""""This is a stunning, full coverage, budge proof lipstick. Great color payoff, and wand is shaped perfectly so you don't have to wear liner. Don't agree with the comments about the wand and hard to apply. It's fab.""""]"",['Tati made me do it!']";;
"9,['2.0 out of 5 stars'],""['Oooh this smells like chocolate!!! I want to wear it! First off, the light brown color looks awful on my skin. I look rather dead. It goes great with the circles under my eyes in the morning. If you are not a woman of color, I’d stay away from this one, even though it smells delish. On top of that, a few minutes after applying, my lips felt terribly dry. Not for me! Two stars for the great scent.']"",['Smells fantastic!']";;
"0,['5.0 out of 5 stars'],""[""""Yes, this lip gloss really does smell (and taste?) like chocolate. Like mocha, really. And I love the coverage. This shade is a versatile, soft nude that glides on soft and true. And unlike many long-wear glosses, this doesn't dry out your lips and chap them. For me, the color wears from breakfast to lunch, and doesn't leave my lips feeling parched. No complaints...I've already used most of this, and plan on ordering more.""""]"",""['Soft, moisturizing color']""";;
"1,['4.0 out of 5 stars'],""['Who wouldn’t love something with the scent of chocolate? I received color # 842 (candyman) .The color has a slight lilac undertone.', 'The angled, flame-shaped applicator makes application easy once you get the hang of it. The tip works like a lip liner. The color goes on smoothly and dries to a matte finish.  It is long-lasting and doesn’t wipe off. However, although it looks perfectly dry, I did find it a little sticky for some reason.  Maybe just me.']"",""[""""L'Oreal Paris Cosmetics Infallible Pro Matte (candyman)""""]""";;
2,['4.0 out of 5 stars'],['This lip gloss smells like Chocolate but does not taste like it. It has a matte look that still has just a touch of shine. The color is a light mauve/purple. It does not work for me so much but looked better on my daughter who has fairer skin. It stayed on longer than typical shiny gloss.'],['A nice matte finish'];;
3,['2.0 out of 5 stars'],['Nice color but definitely NOT an all day wear. Not even a half day wear. When it feathers off your lip in pieces it makes you look like you were eating chocolate.'],['NOT ALL DAY WEAR'];;
"4,['3.0 out of 5 stars'],""['The vulva-shaped wand pad is not easy to precisely color your lips, but it can be slapped on. It feels a little dry going on and this color is very faint.']"",['Faint Color']";;
"5,['1.0 out of 5 stars'],""[""""Won't dry like it's supposed to. Its very tacky""""]"",""[""""Doesn't dry""""]""";;
6,['1.0 out of 5 stars'],['was not sealed and smelled strong like perfume'],['fake'];;
7,['1.0 out of 5 stars'],['Absolutely terrible color!!!! I looked dead or like I had hypothermia!!!!!!! I got the cocoa and the chocolate. Both were awful!!!! DO NOT PURCHASE!!!!'],['If you wanna look dead and are going for a MORBID look.'];;
8,['4.0 out of 5 stars'],['I need different colors to be sure about the product. But the smell is delicious.'],['Four Stars'];;
9,['1.0 out of 5 stars'],['More of a postmortem grey. Looks great on the models arm but like hell on my lips. I’m 43 and this is not cute. Smells good though.'],['Dose of cocoa sucks'];;
"0,['4.0 out of 5 stars'],""['This lip color smells GREAT, has nice packaging and applicator wand, it goes on smoothly, and covers in one coat to an all-day finish. This shade, however,  """"dose of cocoa"""" simply isn\'t that flattering.  I see that another reviewer called this color a """"post mortem gray"""". Sadly,  that\'s pretty accurate. I purchased other colors from Walmart, and honestly the product is really good. It could just be that a few of the shades are off the mark.']"",""['Reconsider """"dose of cocoa""""']""";;
"1,['5.0 out of 5 stars'],""['9am: Lipstick on. Mmmm smells good. Time to go to the Grand Canyon for an overnight trip!', """"12pm: Arrive at Grand Canyon. Ick. Don't feel so great. Lips still lookin' good."""", '12:30: Ice cream will help. Bathrooms warn of rattlesnakes. Also I am definitely sick. Lips made it through the ice cream okay.', """"12:30-3: Tour Grand Canyon, Do Skywalk, Almost vom. Maybe due to heights, maybe due to sickness. Unclear. Also now I'm shaking also possibly due to heights."""", '3pm: Check into hotel room and immediately collapse on bed with cold rag on head. Possibly running fever.', '3-6: Sleep. Re-wet rag, apply to face, repeat. Lips still holding on. Definitely have fever.', '6-6:05: Eat a bite of food. Vomit. Clean face and teeth.', """"6:05-6:30: Try to eat some mashed potatoes with dinner. Can't make it. Gonna vom. Run back to hotel room and actually vom. So much. Wipe mouth, face, cold shower."""", '6:30-??? Sleep, sweat, shake, re-wet face rag, repeat.', '7am: Wake up and feel much better. Go to bathroom to inspect the damage. Lipstick still on. Use makeup wipe to remove rest of lipstick.', '5/5 stars, flu-proof.']"",['Vom Proof']";;
"2,['5.0 out of 5 stars'],""[""""Received this lipstick this past Mon.. Purchased the 70%Yum and its yummy lol.. The Choc Brown color is on point the applicator is shaped just like Maybelline Super Stay Matte Ink only difference is  L'Oréal applicator moves up down when you apply so the applicator moves back and forth whereras Maybelline applicator stays in place when you apply on the lips.. The best way to describe it.. The applicator moves when applied vs Maybelline that stays still when applying... The one con.. Not a dealbreakerj for my preference. . The dry down takes too long where transfer will occur quickly vs other brands. . Pros. . One coat applied is needed. . 2 coats added.  Long drying time.. Once dried down will last the whole day""""]"",['Best Shade of Chocolate Brown!']";;
"3,['4.0 out of 5 stars'],""[""""I tend to go for pricier liquid.lips and i typically swear by Jeffree Star's liquid lips because of thejr quality. But I figured I'd give this a shot because I love a long wear liquid lip. It has an awesome scent, and Candyman is a gorgeous light nude color. Great price. Only complaint is that it is a little bit tacky. However it doesn't dry out like a lot of matte lipsticks do and it STAYS. My lipstick free wine glass was the proof!""""]"",['Great price great product.']";;
"4,['5.0 out of 5 stars'],""['Product does slowly oxidize and look darker an hour after wearing but IT DOES NOT BUDGE ALL DAY!!! I ate 2 meals and drank water all day and by bed time when I was taking my make up off I had to take the lipstick off too. When it dries it doesn’t crease in you lip lines, stays all day and smells yummy! The smell fades after like 10 min']"",['All day wear!']";;
"5,['5.0 out of 5 stars'],""['Liquid matte lipsticks are usually tough to wear but this is an exception.', 'I would suggest exfoliating your lips the night before (and applying a rich moisturizing cream or balm overnight) but this glides on with a nice, smooth formula THAT ACTUALLY SMELLS LIKE CHOCOLATE IN A GREAT WAY and will wear all day.', """"I'm serious - no transfer.  Not on your coffee cup, not on your salad fork from lunch, not on your bread from your sandwich.  Amazing product.  Find a shade you love (some of them are a bit on the tan/brown side but I love the pink-based shades) .... and try it!""""]"",""[""""Smells like chocolate - don't mind if I do!""""]""";;
6,['1.0 out of 5 stars'],['Color is awful! Purchased Box O’Chocolates — should have been named “Box O’Gray Death Lips.” Color is cold & ashy... not at all like the warm color represented on the model.'],['Lips like ashy death'];;
"7,['5.0 out of 5 stars'],""['I got “70% Yum” and it’s an extremely dark, vampy brown shade that my husband found repulsive but I love. It’s opaque in one swipe, wears almost all day, and takes a couple minutes to dry down. It’s just slightly sticky (even after it dries down) but I don’t find it at all uncomfortable. It smells like perfumed chocolate.']"",['70% Yum']";;
"8,['2.0 out of 5 stars'],""[""""Ordered this in Bittersweet. The color of the actual product looks nothing like the picture. I new it as soon as I opened the box. If it weren't makeup I would return it. I love the Loreal Infallible lipglosses, but this was a bust. Way to light in color almost taupe. Listing photo looks like a chocolate color. Not what I expected.""""]"",['Way too light for me']";;
"9,['4.0 out of 5 stars'],""[""""It lasts all day! Whether I eat or drink. Love it! The color is beautiful and subtle. Doesn't match the picture of color online though. The only thing I didn't like it that the chocolate scent doesn't last and it feels very dry. But I bought another one because it does last all day.""""]"",['Nice purchase.']";;
"0,['1.0 out of 5 stars'],""[""""I am usually pleased  with Loreal products but this is dreadful Yes, it's matt but it still should look better than this.  It is very dry and sticky when you first apply it.  Plus, it shows every little crevice in you lips.  It almost feels like a very old, sat-in-the-drawer-for-years lipstick.  Not a fan""""]"",['dry and sticky']";;
1,['1.0 out of 5 stars'],['My tube was dried up and Amazon was kind enough to give me a gift card for the price.'],['One Star'];;
"2,['1.0 out of 5 stars'],""['Ugly ugly ugly! Gray/brown color', 'What were they thinking']"",['Ugly!']";;
"3,['2.0 out of 5 stars'],""[""""Very drying.  I must say it does stay on all day...even if you wished it wouldn't!!""""]"",['Too Drying']";;
4,['5.0 out of 5 stars'],['These smell sooo good and last all day !'],['Five Stars'];;
"5,['3.0 out of 5 stars'],""['Its ok, formula seems nice, just didn’t care on the color for my tone. Looked like I ate too much chocolate and now stuck on my lips. Lol. Will probably have to do an ombré look with this.']"",['It’s ok']";;
"6,['1.0 out of 5 stars'],""[""""But I sure look like it! Box o chocolates gave my lips a post mortem pallor but with great staying power. Also,  I don't like the dry feeling on my lips. Smelled good on the applicator but couldn't smell it past the application.""""]"",""[""""I'm not dead!""""]""";;
"7,['2.0 out of 5 stars'],""[""""It looks pink in the bottle but applied a very pasty, almost white.  Much too light for me and not very pink at all.  I thought the chocolate scent would be nice, but it was very strong and chalky.  I gave it to my daughter, but I don't think she liked it much either.  I didn't even keep it on long enough to see how it set.""""]"",""['I thought the chocolate scent would be nice, but it was very strong and chalky']""";;
8,['2.0 out of 5 stars'],['I gave it a 2 because it last so long but the color looks gray not brown I am going to look for that brand in other colors. I got 2 colors and they both look awful.'],['Color'];;
"9,['2.0 out of 5 stars'],""[""""I didn't care for this to much. Smells like chocolate and goes on nice, however it is dry and sticky which I dislike.""""]"",['Not impressed']";;
0,['3.0 out of 5 stars'],['It does smell scrumptious but it is too light. Both colors we chose. It lasts FOREVER and that is a plus'],['Just like chocolate'];;
"1,['5.0 out of 5 stars'],""[""""This was a perfect match for my skin tone and it was long lasting. I wasn't thrilled with the smell but the product was great!""""]"",['Very nice product.']";;
2,['3.0 out of 5 stars'],['There’s two shades on here 844 sweet tooth and 848 is on the bottom aka a dose of cocoa they smell great and give the appearance of ashsy lips in mere seconds. I wish there were more woc friendly shades'],['Smells great looks terrible on brown ppl'];;
"3,['2.0 out of 5 stars'],""['Color is horrible!!! Zombiefies you. Smell and texture is great,']"",['Skip it']";;
"4,['5.0 out of 5 stars'],""['This smells great, lasts a long time and is a beautiful matte mauve.']"",['Love it!']";;
5,['1.0 out of 5 stars'],['Color is gray. The smell is great but color is NOT as described.'],['Disappointed!'];;
6,['1.0 out of 5 stars'],['Yucky taste and looked like chalk on lips.'],['Yucky taste.'];;
"7,['4.0 out of 5 stars'],""[""""Was not happy with the color but otherwise it's fine.""""]"",['A shot in the dark regarding color.']";;
"8,['1.0 out of 5 stars'],""['Muy mala experiencia, comprando con ustedes ya que buscan courier irresponsable.']"",['Lo peor ha sido no recibir mi artículo']";;
9,['1.0 out of 5 stars'],['Awful color.'],['Dead lips'];;
0,['1.0 out of 5 stars'],['looks like wet cement and feels about the same'],['Awful'];;
"1,['1.0 out of 5 stars'],""[""""I didn't like the color""""]"",['Color is off']";;
2,['3.0 out of 5 stars'],['WIII NO RE-ORDER. JUST OK'],['Three Stars'];;
3,['3.0 out of 5 stars'],['Not my favorite liquid lipstick ... it’s ok.'],['It’s OK ...'];;
"4,['5.0 out of 5 stars'],""[""""This matte lipstick isn't too sticky, the smell is there, and the color is beautiful. I highly recommend!!""""]"",""[""""Smells nice and it's not sticky""""]""";;
"5,['5.0 out of 5 stars'],""['Very nice color, lasts all day']"",['Perfect']";;
6,['4.0 out of 5 stars'],['Wrong color for me.'],['Ok'];;
7,['5.0 out of 5 stars'],['Ty'],['Five Stars'];;
8,['4.0 out of 5 stars'],['I like the longevity of the lip product but definitely will purchase through drugstore to see the color in person but over all the price is great and the product love it'],['Great longevity'];;
9,['4.0 out of 5 stars'],['Returned because its drying my lips and the color is off for me.'],['You canT return'];;
0,['4.0 out of 5 stars'],['Returned because its drying my lips and the color is off for me.'],['You canT return'];;
"1,['2.0 out of 5 stars'],['Didnt like  the color looks different on people on the picture looks beautiful'],""[""""Don't reccomend""""]""";;
2,['5.0 out of 5 stars'],['I love the concept that they were doing I just think that I ordered the wrong color. Overall I like it'],['Great product'];;
"3,['5.0 out of 5 stars'],""[""""Wow it keep my lips smooth and I loved the chocolate taste. It stays on and doesn't come off until you take it off.""""]"",['Smooth lips!']";;
4,['5.0 out of 5 stars'],['Like'],['The color look different'];;
5,['5.0 out of 5 stars'],['smells good feels good the pigmentation is good'],['quality'];;
6,['5.0 out of 5 stars'],['Amazing color'],['Great value'];;
7,['1.0 out of 5 stars'],['Not worth it'],['The color is different than pictured'];;
"8,['1.0 out of 5 stars'],""['Not a good color on, made my lips look blue.']"",['Made my lips look blue']";;
9,['3.0 out of 5 stars'],['Great product!  A bit too sticky.  Make sure to let it dry down. I suggest one lip at a time then let dry for 3-5 min before other lip.  I got wrong shade for my tan biracial bronze skin tone.'],['Great product just wrong color for my skin tone'];;
"0,['3.0 out of 5 stars'],""[""""I am trying out the Candy Man 842 color of this L'Oreal Paris Cosmetics Infallible Pro Matte Les Chocolats lipstick, which comes with an applicator that is very well made and easy to use- flat and and tapered at the tip, like a leaf shape with a hole in the center. The Matte tone is definitely matte, and this stays on very well, with very little rubbing off. I'm not thrilled with this particular color, which makes my lips look a bit tired, imo, but I bet a brighter color may work well. The smell is faintly like chocolate. I could not actually pick up the scent, but my son was able to smell it very lightly putting his nose right up to the open bottle. The taste is neutral, with no flavor for the most part. Perhaps the chocolate has more to do with the texture, as it goes on like melted chocolate, and feels lightly tacky, fairly dense and dry once on your lips. If you have very young and perfect looking plump lips, this lipstick would work better for you. I have older drier lips, and i found that every small dry spot on my lips was more noticeable due to the flat color and dry texture of this product, and at least on me, was not as flattering as lipsticks with a bit more color and shine.""""]"",['Perhaps Better For Younger and Plumper Lips']";;
"1,['4.0 out of 5 stars'],""['Candy Man - Chocolate scented - Matte liquid lipstick', """"Candy Man is a medium nude/neutral shade with a hint of pink. The color showing on the product page looks just like the color when I wear it.  Of course, you have no idea what the color looks like on my laptop...so there's that issue. The shade works with my fair skin tone...although I prefer a bit more color."""", '  Matte lipstick does not have any gloss or shimmer at all.', """"This lipstick feels very good on my lips & smells great too (smells like chocolate). It is not sticky. I don't taste chocolate when I lick my lips, but that's okay with me, because I don't like licking my lips.  My pampered pooch was very interested though.  She kept wanting to smell them."""", 'Matte lipstick is not forgiving when it comes to showing all those wrinkles in my lips which become more & more prominent as I age.', 'I think matte lipstick works better for young women who tend to have less wrinkly lips.', 'I really like the feel of this lipstick, it is not drying  & is not sticky.  I really like the wand which not only is shaped nicely for applying the lipstick, but I can scrape the sides of the tube with it too.', """"The lipstick is chocolate scented, but doesn't taste like chocolate.""""]"",""['Candy Man=med. nude shade w/hint of pink";" Matte lipstick accents lip wrinkles, more suitable for the young']""";
"2,['5.0 out of 5 stars'],""['I have the """"Candy Man"""" shade, FWIW.', """"This lipstick goes on tacky, and is generally not like regular lipsticks. But it's kind of magical in that it seems to absorb into your lips. Because it's a matte lipstick, the effect is really great, that your lips have more color, but it doesn't quite look like you have lipstick on. (I am a fair-skinned caucasian, and the effect on me is a slightly stronger color and a smoother look to my lips. It's subtle that way, but really polished in appearance."""", 'Additionally, it seems to be moisturizing and protecting my lips, and even the next day, they feel smooth and healthy.', 'Even after it\'s """"absorbed"""", it does feel just a bit tacky (in the sticky sense) on your lips, so that\'s a bit weird, and some will hate it. But I think I\'m getting used to it.', 'Update: I forgot to comment on the """"chocolate"""", which doesn\'t come off as chocolate at all to me. I forgot about this when I first put it on (so I didn\'t have a chocolate expectation at that moment), and what it smelled like to me was fake coconut. I am definitely """"ugh"""" to this facet of this product.']"",['Candy Man: Excellent neutral shade that moisturizes lips and adds a subtle polished look']";;
"3,['4.0 out of 5 stars'],""[""""I've tried several shades of the Infallible lipsticks now but this is the first scented one. I got the shade Candy Man which is a pinky nude that goes well with my skin tone and is nice for everyday wear. The scent is reminiscent of chocolate but not the good kind, thankfully the scent is not as long lasting as the color. The formula is a bit thicker, and it takes a nice thin layer to dry down quickly without being tacky feeling. It does dry matte but doesn’t feel heavy or dry on the lips. The applicator is wide, not my favorite but similar to others within this range and I'm used to using it, but a lip brush can also be used for more precise application and a lip liner is definitely recommended. Overall, it is a very pretty shade, lasts on my lips about 6-8 hours which is good and it would probably last longer if I didn't always have a cup of coffee or tea in my hand, the scent is not great but it doesn’t last long.""""]"",""[""""Doesn't dry out the lips""""]""";;
"4,['4.0 out of 5 stars'],""['This is not """"easy"""" to apply...but takes some time to get used to the applicator.  It is extra bendy and can be tricky to get it to perfectly line your lips.  Not """"hard"""" either, just takes time.  The color is nice, fairly light but a good """"fall"""" color, not sure about spring!  The scent is something to get used to as well.  It smells kind of chocolatey but I prefer my lipstick to be fragrance free, I feel like it is made for younger people.  I like  that is lasts all day and I don\'t need to reapply it, but it does take some time to dry all the way.  For the first hour it seems more """"tacky"""" or """"sticky"""" but eventually goes away.  This is about a 3.5 star, I bumped it to 4, but only because it didn\'t cause irritation and it is long lasting.']"",['Decent lipstick.']";;
"5,['4.0 out of 5 stars'],""[""""I found this lipstick very easy to apply. I liked the curved applicator. It goes on feeling dry, and has a matte finish, not shiny, but on the plus side, it lasts well even if you're drinking and eating. I'm not sure I could get used to the dry feeling, but It might be worth it if you'd rather not have to reapply lipstick very often. I received the Candy Man color. It's very close to mauve, a little lighter, which is not great for my skin tone. I'm fair with dark hair. I'd try this in a brighter, redder color.""""]"",['Long-lasting matte lipstick']";;
"6,['4.0 out of 5 stars'],""[""""I love the color of this lipstick and it looks great on my lips.  It looks darker in the container but not so much once you put it on.  I don't mind the chocolate smell.  Most fragrances drive me nuts but the chocolate smell is just fine.  The one thing I don't like at all was how sticky my lips are for a while after application.  It really gets on my nerves.  I know there are many of the newer long lasting lipsticks out there now and this may be a feature of them, but I didn't like that feeling.  Maybe I will get used to it because that's not going to stop me from wearing it.  Overall, this looks great on my lips and is long lasting but with the payoff of sticky lips for a while.""""]"",""['Gorgeous Color, Sticky Texture']""";;
"7,['3.0 out of 5 stars'],""[""""This L'Oreal Paris Cosmetics Infallible Pro Matte Les Chocolats Scented Liquid Lipstick, Candy Man, 0.21 Fluid Ounce says it is not sticky, but in fact this lipstick is sticky. This Candy Man shade is one of the pinker brown shades of their Les Chocolats Liquid Lipsticks, but the pink is very brownish and dull."""", 'As for the scent and taste- the scent is like a chocolate brownie and the taste not near as strong as the smell. If someone looks good in dull brown lipstick shades, they will love these new Les Chocolats Liquid Lipsticks. I personally need a bit more vibrancy and color- nothing bright, just nothing dull like this. 3 STARS.']"",""['Smells Like A Chocolate Brownie, But The Color Is Dull']""";;
"8,['4.0 out of 5 stars'],""['This liquid lipstick smells and tastes like chocolate. It has a matte finish and can last all day. The candy man color is a deep pink/purple color that is a little darker than a dusty rose.', """"The applicator brush is a bit unusual. It's a makeup pad that is spongy and is triangular shaped."""", 'You might need a makeup remover product to get it off because soap will not always work.']"",['Long Lasting Scented Lipstick']";;
"9,['5.0 out of 5 stars'],""['This literally lasted 48 hours for me. I put it on one day and the next day I still had the color. It looks really natural on my pale skin tone, and it feels light and airy, like wearing chapstick.']"",['like wearing chapstick']";;
"0,['2.0 out of 5 stars'],""['Smells lovely and feels nice. I am more of a lip gloss girl than a lipstick one, but this looked intriguing. Unfortunately, it shows every flaw in your lips - every crack, every texture, really unflattering. I will stick with Burts Bees lip shimmer.']"",['Not what I expected.']";;
"1,['2.0 out of 5 stars'],""[""""Dislike the matte finish of this product. Does not smell or taste like chocolate at all. Color I got isn't very flattering on me. It will stay on for many hours without reapplying.""""]"",['No chocolate smell']";;
2,['1.0 out of 5 stars'],['Wish I read the reviews before buying. I bought Candyman and came out like grey some even mentioned black and blue shades on me. It’s very drying sucks moisture out ur lips. Only highlight is the smell.'],['Test before you buy this'];;
3,['4.0 out of 5 stars'],['It is ok. It feels sticky. Probably this color (Candy man) would look better in a lighter skin... it does smell like chocolate! I will give a try to the darker shades.'],['It is ok'];;
4,['5.0 out of 5 stars'],['Amazing lipstick! It stays on through everything. Who needs Lipsense for $50 when you can get this instead? Bonus: it smells like hot cocoa!'],['Best Drugstore Lipstick!'];;
5,['1.0 out of 5 stars'],['I ordered the Dose of Cocoa. The color looks nothing like the pictures shown. It is UGLY. The smell is yummy though.'],['Awful color!'];;
6,['5.0 out of 5 stars'],['Love this color!'],['Nice chocolate scent!☺'];;
"7,['1.0 out of 5 stars'],""['So dark, easy to apply and hard to take off. Ended up in the trash after only one use.']"",['Too dark!!']";;
8,['5.0 out of 5 stars'],['Buen producto'],['Me gusto'];;
"9,['5.0 out of 5 stars'],""[""""So far I have 7 colors! Stays on forever! Does not run or get on anything or my sons cheeks!! You don't realize you have any on!""""]"",['You have to buy this!']";;
"0,['4.0 out of 5 stars'],""[""""I hate to buy lipstick on amazon because almost everyone that writes a review about lipstick never writes the shade/color/number of the lipstick they bought, so is a guessing game. I bought this L'Oreal Infallible Pro-Matte Gloss on the shade BARE ATTRACTION/ 318 because I loved the color on a makeup tutorial I saw on youtube but couldn't find it at my drugstore. Let me tell you, it is what it says it is. Is a matte gloss! Is NOT a matte lipstick, is more of a satin one, but definitely is not one of those sticky chunky gloss. Is pretty smooth and soft, and is very easy to apply. I found the color to be just a bit lighter than on the tube, I don't know if maybe is because of my skin color. I like it, I don't love it, I think is a pretty gloss and a beautiful color, I just wish it was a bit darker. I gave it four starts because it transfers completely with the minimum touch and you will have to re-apply it frequently during the day. It does have that grandma's lipstick smell but I found that it fades after a while.""""]"",""[""""I like it, but I don't love it...""""]""";;
"1,['3.0 out of 5 stars'],""[""""I've used this gloss before in the non-matte versions, and loved them all. So I snagged a couple matte ones. Thing is... the glossy versions (at least the few I've bought) are sheer, but the matte versions go on exactly like they look in the tube. I guess that makes sense, but I just wasn't thinking about that. The Forbidden Kiss color is suuuuuuuper bright and dark. I still really love the color, but I have to put it on and blot, blot, blot, blot, and then add some chapstick to make it a little less crazy.""""]"",['Forbidden Kiss is B-R-I-G-H-T - be prepared!']";;
2,['5.0 out of 5 stars'],['My wife had been so happy she got this! I love how her lips so gorgeously embraced with this color. It can easily be worn during casual parties or at work. Thanks to this product! My wife has been so happy and it means more to me. :)'],['My wife loves the Infallible Pro-Matte Loreal Lippies'];;
"3,['5.0 out of 5 stars'],""[""""Sort of a bold nude.  That it's called a matte gloss is somewhat confusing.  I guess they mean it's a gloss-type application, but dries to matte finish, which is a nice change.  As you get older, shiny lipsticks don't look quite right.  I like this gloss a lot & the price was reasonable, arrived quickly, well packaged.  No complaints.  (don't feel like it's not for younger women)""""]"",['Pretty Color']";;
"4,['1.0 out of 5 stars'],""[""""Just adore L'Oreal's Infallible Lip Gloss in Sangria. Mistakenly I thought that the quality would translate into their matte line - I was wrong.  The gloss migrated everywhere - on my teeth, cups, etc.  It did not dry matte nor did it stay where it was applied.  Thought I might give it another try on another day and had the same disappointing results.""""]"",['Save your money or spend it on their Infallible lip gloss line...']";;
"5,['3.0 out of 5 stars'],""[""""I've seen nice colors of this on my friends, but the blushing ambition is pepto pink and unwearable. Bummer that I wasted money on this.""""]"",['Blushing ambition is bright pink.']";;
6,['2.0 out of 5 stars'],['Very thick and much darker than advertised.  It bleeds and gets a bit messy'],['Two Stars'];;
7,['5.0 out of 5 stars'],['Smooth formula and very pigmented. The only thing I did not like is that the applicator is too big for me. The color is beautiful. Pics taken indoor under normal sunlight.'],['Very pretty'];;
"8,['3.0 out of 5 stars'],""['Good color, never dries or settles so its too messy to wear']"",['Three Stars']";;
"9,['1.0 out of 5 stars'],""['It’s so much brighter than expected. $7 in the trash. It’s like a neon pink, not blushing.']"",['Too bright']";;
"0,['5.0 out of 5 stars'],""['This is the best matte gloss I have ever purchased. It is very easy to apply, comes in great colors and last for hours. A little goes a long way and is not runny. I will be getting more of these in different colours.']"",['Long lasting matte gloss']";;
